weight,quality,color,clarity,depth,width_rel,price,x,y,z
0.31,Ideal,D,SI2,62.9,54.0,593,4.35,4.3,2.72
0.75,Ideal,I,VS1,63.0,57.0,2613,5.8,5.82,3.66
1.51,Good,H,VS2,63.6,61.0,8904,7.08,7.03,4.49
0.31,Very Good,E,VVS2,60.8,55.0,816,4.38,4.43,2.68
0.73,Very Good,E,VS2,61.5,58.0,3307,5.71,5.8,3.54
0.32,Premium,D,SI1,61.5,59.0,589,4.39,4.42,2.71
1.62,Premium,J,SI1,62.0,60.0,8183,7.52,7.44,4.64
1.5,Ideal,H,VS1,61.2,56.0,12055,7.39,7.4,4.52
0.65,Ideal,J,SI1,61.4,55.0,1276,5.58,5.62,3.44
0.42,Very Good,H,SI1,61.1,57.0,754,4.84,4.87,2.96
0.35,Premium,D,VVS1,60.8,58.0,1167,4.53,4.55,2.76
1.45,Very Good,J,SI1,62.4,57.0,6316,7.16,7.23,4.49
1.04,Very Good,G,VVS2,62.8,54.0,7481,6.39,6.5,4.05
0.32,Ideal,D,VVS1,61.8,56.0,910,4.37,4.4,2.71
0.7,Very Good,G,SI2,61.7,60.0,2141,5.67,5.7,3.51
1.5,Very Good,G,VS2,62.5,59.0,12672,7.23,7.27,4.53
0.51,Premium,D,SI1,61.6,58.0,1687,5.14,5.12,3.16
0.3,Ideal,D,VS2,60.8,57.0,710,4.33,4.38,2.65
1.14,Good,D,IF,61.7,63.0,17499,6.64,6.74,4.13
0.82,Ideal,H,VS1,61.5,56.0,3364,6.0,6.04,3.7
0.56,Premium,E,SI2,62.6,59.0,1206,5.2,5.24,3.27
1.04,Premium,F,VVS2,62.1,56.0,8610,6.54,6.48,4.04
0.3,Premium,H,VVS2,62.9,57.0,776,4.31,4.28,2.7
2.01,Fair,I,SI2,66.5,61.0,10671,7.81,7.75,5.17
0.33,Ideal,E,VVS1,61.6,56.0,1207,4.44,4.46,2.74
0.43,Very Good,I,VVS2,62.8,58.0,850,4.8,4.82,3.02
2.38,Very Good,J,VS2,62.6,59.0,16126,8.49,8.52,5.32
0.8,Ideal,H,VS2,60.6,56.0,3153,6.03,6.08,3.67
1.03,Ideal,F,VS1,60.7,56.0,7429,6.6,6.54,3.99
0.42,Very Good,D,SI2,63.2,57.0,838,4.77,4.75,3.01
1.0,Fair,H,SI2,65.2,54.0,2912,6.3,6.22,4.08
0.3,Very Good,D,SI1,62.5,59.0,552,4.26,4.28,2.67
0.85,Ideal,E,SI1,60.7,57.0,4181,6.11,6.14,3.72
0.91,Fair,J,VS2,65.4,60.0,2854,6.04,6.0,3.94
1.01,Premium,G,VS2,62.0,59.0,6108,6.41,6.36,3.96
1.11,Premium,H,SI2,59.3,59.0,3854,6.8,6.76,4.02
1.01,Premium,E,VS1,60.8,59.0,7821,6.42,6.46,3.92
0.77,Ideal,I,SI1,61.7,56.0,2382,5.89,5.91,3.64
0.41,Premium,G,VS2,60.7,59.0,772,4.8,4.85,2.93
0.4,Very Good,D,SI1,63.0,59.0,690,4.69,4.7,2.96
0.51,Very Good,F,VS2,60.6,60.0,1601,5.18,5.22,3.15
1.05,Good,D,SI2,60.0,63.0,4560,6.59,6.64,3.97
0.36,Very Good,E,VVS1,61.4,56.0,1140,4.6,4.62,2.83
0.72,Premium,F,SI1,59.5,62.0,2670,5.85,5.74,3.45
1.23,Very Good,J,VS2,62.9,58.0,5217,6.75,6.83,4.27
1.7,Premium,G,SI2,62.2,59.0,7414,7.68,7.6,4.75
0.3,Ideal,H,VS1,62.3,55.0,675,4.34,4.29,2.69
1.07,Very Good,I,SI1,61.8,60.0,4307,6.52,6.56,4.04
0.33,Premium,D,SI1,60.3,58.0,608,4.47,4.49,2.7
0.42,Ideal,E,SI2,62.9,56.0,898,4.8,4.77,3.01
0.42,Premium,F,VS1,62.7,61.0,1176,4.77,4.74,2.98
0.5,Ideal,E,VS2,60.6,59.0,1655,5.1,5.2,3.12
0.27,Ideal,E,VVS2,61.8,57.0,622,4.12,4.16,2.56
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67
0.37,Premium,E,VS1,60.4,58.0,1124,4.66,4.61,2.8
0.97,Very Good,G,SI2,59.8,58.0,3960,6.38,6.42,3.83
1.23,Ideal,F,VS2,61.9,57.0,9759,6.86,6.9,4.26
0.7,Premium,G,VS1,62.6,60.0,2512,5.58,5.66,3.52
0.3,Premium,D,SI1,62.2,58.0,552,4.28,4.31,2.67
0.3,Premium,I,VVS1,62.6,60.0,709,4.28,4.25,2.67
0.31,Premium,G,SI2,61.3,58.0,408,4.37,4.4,2.69
0.85,Ideal,G,SI1,61.6,55.0,3023,6.09,6.11,3.76
0.33,Ideal,E,VVS1,61.7,56.0,984,4.42,4.46,2.74
0.24,Very Good,D,VVS2,61.5,61.0,485,4.02,4.04,2.48
0.33,Very Good,E,SI1,60.6,60.0,579,4.41,4.44,2.68
0.79,Very Good,F,SI1,63.0,54.0,2904,5.91,5.94,3.73
0.36,Very Good,E,VS2,59.8,62.0,789,4.56,4.61,2.74
1.51,Good,G,VVS2,63.8,59.0,13275,7.28,7.24,4.63
1.46,Fair,H,SI2,56.3,60.0,5723,7.61,7.55,4.27
0.38,Ideal,F,VVS1,62.2,57.0,1200,4.64,4.68,2.9
0.37,Very Good,E,VS2,61.8,59.0,811,4.56,4.6,2.83
1.01,Good,J,SI2,63.7,60.0,3088,6.4,6.29,4.05
1.29,Ideal,H,SI2,62.1,57.0,5926,6.95,6.93,4.31
0.9,Premium,E,VS1,62.3,56.0,4914,6.19,6.1,3.83
0.9,Good,H,SI1,64.2,59.0,3290,6.05,6.01,3.87
0.48,Ideal,I,SI1,62.5,54.0,841,5.04,5.07,3.16
1.0,Very Good,F,SI1,61.8,58.0,5058,6.37,6.44,3.96
0.24,Very Good,D,VVS2,62.9,59.0,492,3.95,3.97,2.49
0.33,Premium,G,VVS1,62.1,58.0,868,4.4,4.43,2.74
0.3,Very Good,G,VVS1,60.7,57.0,691,4.35,4.37,2.65
1.38,Premium,H,SI2,62.1,60.0,6646,7.13,7.08,4.41
2.12,Very Good,J,SI2,62.3,61.0,12030,8.16,8.21,5.1
0.5,Very Good,D,SI1,61.9,61.0,1436,5.09,5.12,3.16
0.32,Ideal,G,VS2,61.4,56.0,720,4.39,4.37,2.69
0.71,Ideal,E,SI2,61.2,57.0,2398,5.74,5.82,3.54
0.59,Very Good,H,IF,61.7,56.0,2317,5.42,5.48,3.36
0.72,Ideal,E,VS2,60.8,56.0,3601,5.78,5.82,3.53
0.73,Ideal,J,VVS2,61.2,56.0,2482,5.81,5.85,3.57
0.38,Ideal,E,VVS1,61.9,56.0,1327,4.67,4.64,2.88
0.5,Very Good,E,VS2,63.2,56.0,1629,5.06,5.03,3.19
1.5,Premium,E,SI1,60.8,58.0,11795,7.36,7.32,4.46
0.41,Ideal,F,VVS2,61.7,56.0,1115,4.78,4.81,2.96
0.29,Ideal,G,IF,61.3,56.0,721,4.26,4.29,2.62
0.52,Ideal,H,VVS1,61.7,55.0,1847,5.2,5.17,3.2
0.9,Very Good,G,SI1,62.0,58.0,3841,6.14,6.18,3.82
1.0,Very Good,E,VVS2,61.6,60.0,9139,6.41,6.45,3.96
0.32,Very Good,G,IF,62.9,55.0,954,4.37,4.41,2.76
0.5,Fair,E,VS2,64.9,56.0,1397,5.01,4.95,3.23
0.33,Ideal,F,IF,61.2,56.0,957,4.48,4.5,2.75
1.74,Ideal,D,SI2,64.5,56.0,12361,7.56,7.54,4.87
1.35,Ideal,G,VS1,62.7,57.0,10850,7.07,7.02,4.42
1.11,Ideal,F,VVS1,59.7,58.0,12956,6.7,6.74,4.01
1.01,Very Good,D,SI2,60.5,58.0,4799,6.45,6.5,3.92
0.9,Very Good,J,VS1,62.5,56.0,3188,6.11,6.21,3.85
1.1,Ideal,G,SI1,62.3,56.0,5226,6.64,6.58,4.12
0.59,Very Good,D,VVS1,61.8,57.0,3234,5.37,5.41,3.33
1.05,Ideal,I,SI1,62.1,54.0,4679,6.54,6.55,4.06
0.73,Premium,F,SI2,61.4,58.0,2197,5.83,5.8,3.57
2.01,Very Good,E,SI2,61.2,58.0,14813,8.05,8.07,4.93
1.0,Premium,F,SI1,63.0,60.0,4234,6.34,6.24,3.97
0.72,Good,F,VS1,59.4,61.0,2897,5.82,5.89,3.48
0.31,Ideal,I,SI1,62.5,56.0,418,4.29,4.35,2.7
0.4,Ideal,G,VVS1,61.2,56.0,1123,4.75,4.79,2.92
0.37,Ideal,F,VS1,61.0,55.0,703,4.66,4.69,2.85
0.9,Ideal,J,SI1,62.7,56.0,3445,6.21,6.16,3.88
1.51,Fair,H,I1,65.6,61.0,3765,7.16,7.0,4.66
0.73,Premium,D,SI1,60.5,58.0,2498,5.85,5.82,3.53
0.34,Premium,E,VVS2,62.7,59.0,995,4.43,4.41,2.77
1.0,Premium,D,SI1,62.3,60.0,4469,6.23,6.19,3.87
0.91,Very Good,D,SI1,63.2,59.0,4466,6.11,6.14,3.87
1.03,Premium,I,VS1,61.6,58.0,3553,6.5,6.42,3.98
1.41,Premium,G,VS1,62.1,59.0,11347,7.1,7.06,4.4
1.06,Very Good,G,SI1,61.3,60.0,5435,6.53,6.55,4.01
1.5,Premium,H,SI2,60.2,59.0,5937,7.43,7.35,4.45
0.5,Good,E,VS2,64.1,58.0,1299,5.01,5.03,3.22
0.4,Premium,F,SI1,61.5,60.0,882,4.77,4.7,2.91
2.1,Premium,I,VS2,59.2,60.0,13753,8.38,8.35,4.95
0.33,Ideal,E,VS2,62.4,54.0,682,4.44,4.47,2.78
0.35,Ideal,E,VS2,61.9,54.0,923,4.53,4.58,2.82
1.62,Very Good,H,SI1,62.8,59.0,10521,7.4,7.45,4.66
1.1,Very Good,I,VS1,61.0,59.0,4878,6.65,6.67,4.06
0.3,Good,G,VS1,63.4,58.0,605,4.23,4.25,2.69
0.71,Premium,F,SI1,58.5,59.0,2345,5.87,5.82,3.42
0.42,Ideal,I,VS1,62.0,55.0,773,4.83,4.85,3.0
0.5,Premium,F,VS2,60.6,61.0,1433,5.13,5.1,3.1
0.51,Ideal,G,SI2,60.6,57.0,973,5.17,5.2,3.14
2.38,Premium,J,SI2,60.6,59.0,10716,8.66,8.63,5.24
0.72,Ideal,D,SI2,61.1,58.0,2514,5.76,5.79,3.53
0.7,Very Good,F,VS2,62.4,57.0,2362,5.63,5.69,3.53
0.57,Very Good,D,IF,61.3,57.0,4032,5.33,5.41,3.29
0.9,Good,H,SI2,60.4,61.0,3114,6.14,6.22,3.73
1.01,Good,E,VVS2,63.3,55.0,8976,6.36,6.41,4.04
0.7,Very Good,F,SI1,62.9,59.0,2401,5.62,5.67,3.55
0.52,Very Good,G,SI1,59.4,60.0,1267,5.23,5.28,3.12
2.0,Premium,G,SI2,61.1,60.0,13986,8.1,8.03,4.93
1.0,Premium,F,SI2,62.9,56.0,4333,6.42,6.36,4.02
0.32,Very Good,H,VS1,63.0,55.0,561,4.4,4.42,2.78
0.59,Ideal,G,IF,62.0,54.0,2444,5.38,5.43,3.35
0.9,Very Good,I,SI2,60.5,56.0,3464,6.22,6.24,3.77
0.4,Good,G,VS1,59.6,61.0,820,4.8,4.86,2.88
0.34,Ideal,D,VS1,62.6,56.0,961,4.52,4.49,2.82
2.0,Good,I,VS2,63.3,56.0,16544,7.98,8.03,5.07
1.01,Very Good,F,VVS2,60.7,59.0,7835,6.4,6.46,3.9
0.52,Ideal,H,VS1,62.0,55.0,1699,5.15,5.19,3.2
0.9,Premium,H,VS2,62.8,58.0,3810,6.17,6.13,3.86
0.39,Very Good,D,VS1,61.7,59.0,876,4.64,4.69,2.88
1.51,Good,H,SI1,61.8,61.0,9218,7.25,7.32,4.5
0.35,Ideal,D,SI1,61.5,56.0,780,4.54,4.57,2.8
0.71,Ideal,D,SI1,61.9,59.0,2764,5.69,5.72,3.53
0.41,Ideal,D,SI1,61.9,55.0,744,4.77,4.8,2.96
1.04,Premium,G,SI1,62.7,59.0,5223,6.47,6.41,4.04
0.9,Premium,D,SI1,62.8,59.0,3997,6.1,6.06,3.82
0.34,Premium,F,VS2,62.6,58.0,686,4.46,4.49,2.8
1.01,Ideal,G,VS2,62.1,58.0,6587,6.38,6.43,3.98
0.59,Premium,G,SI1,59.8,58.0,1355,5.48,5.43,3.26
0.53,Good,D,VS2,58.4,58.0,1625,5.31,5.38,3.12
0.3,Premium,H,VVS2,62.1,52.0,776,4.31,4.29,2.67
0.56,Ideal,D,VS2,61.4,57.0,2066,5.36,5.32,3.28
0.34,Ideal,H,VS2,62.5,54.0,689,4.54,4.49,2.82
1.8,Very Good,J,SI1,61.4,55.0,10107,7.86,7.8,4.81
1.51,Ideal,H,VS2,62.2,57.0,11435,7.29,7.33,4.55
0.36,Premium,F,VS1,61.3,57.0,1013,4.58,4.56,2.8
0.38,Ideal,F,VS2,62.1,57.0,800,4.61,4.67,2.88
0.92,Ideal,D,SI1,62.2,56.0,4561,6.23,6.27,3.89
0.5,Ideal,J,VS2,61.7,57.0,875,5.09,5.12,3.15
0.55,Ideal,H,VVS1,60.5,57.0,1741,5.32,5.35,3.23
0.75,Premium,H,SI1,60.2,59.0,2329,5.92,5.88,3.55
0.73,Ideal,E,VS2,61.7,57.0,3470,5.75,5.78,3.55
1.54,Ideal,G,I1,61.6,55.0,6299,7.43,7.4,4.57
0.57,Ideal,E,VS2,61.7,56.0,1851,5.34,5.36,3.3
0.7,Good,I,SI1,63.6,61.0,2142,5.63,5.59,3.57
0.72,Very Good,I,VS2,61.8,60.0,2109,5.72,5.76,3.55
0.93,Good,F,SI2,63.4,54.0,3896,6.19,6.24,3.94
1.13,Very Good,F,SI1,61.2,59.0,5017,6.72,6.75,4.12
1.21,Ideal,E,SI1,62.1,56.0,7955,6.83,6.88,4.26
0.36,Ideal,F,VVS2,61.5,56.0,896,4.58,4.61,2.82
0.73,Ideal,G,SI1,60.9,57.0,3089,5.81,5.85,3.55
1.24,Ideal,H,VS2,61.8,55.0,8726,6.91,6.95,4.28
1.6,Very Good,G,VS2,61.0,57.0,14383,7.55,7.59,4.62
1.01,Premium,G,SI2,62.9,57.0,3750,6.39,6.33,4.0
0.39,Ideal,E,VS1,62.3,57.0,1097,4.67,4.64,2.9
0.53,Very Good,E,VS2,58.3,62.0,1607,5.26,5.31,3.08
0.9,Fair,G,SI1,65.6,56.0,3145,6.1,6.03,3.98
0.31,Good,F,SI1,63.2,56.0,512,4.27,4.31,2.71
2.2,Premium,G,SI2,60.4,60.0,15897,8.44,8.36,5.08
1.22,Ideal,G,VVS2,62.3,56.0,10038,6.81,6.84,4.25
1.24,Premium,F,SI2,62.7,59.0,4907,6.83,6.77,4.26
1.0,Very Good,D,SI2,58.3,61.0,4543,6.54,6.59,3.83
1.07,Ideal,H,SI1,62.1,56.0,5498,6.53,6.58,4.07
0.35,Ideal,H,VS1,61.8,57.0,646,4.53,4.56,2.81
1.45,Very Good,J,VS2,62.8,57.0,6671,7.14,7.17,4.49
1.01,Ideal,H,SI1,60.2,56.0,4191,6.47,6.42,3.88
0.31,Ideal,G,VVS1,62.2,55.0,789,4.33,4.38,2.71
1.1,Premium,F,VS2,61.1,57.0,7115,6.71,6.65,4.08
0.54,Ideal,D,VS2,61.3,56.0,1892,5.22,5.26,3.21
0.38,Very Good,D,VS2,60.9,58.0,933,4.63,4.67,2.83
0.27,Ideal,D,VVS2,61.5,56.0,586,4.15,4.18,2.56
0.41,Ideal,F,VS1,60.6,57.0,1007,4.79,4.84,2.92
0.59,Very Good,F,SI1,63.4,54.0,2000,5.35,5.4,3.41
1.15,Ideal,E,VS2,61.4,57.0,9967,6.73,6.76,4.14
0.51,Premium,E,VS2,61.6,58.0,1567,5.18,5.15,3.18
0.77,Ideal,J,VS2,61.4,55.0,2159,5.9,5.95,3.64
0.31,Ideal,D,SI2,62.6,57.0,593,4.35,4.27,2.7
0.4,Very Good,D,VS2,62.3,60.0,850,4.66,4.68,2.91
1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04
1.11,Ideal,H,SI2,61.4,57.0,4709,6.63,6.67,4.08
0.33,Ideal,E,VS2,61.7,55.0,792,4.45,4.47,2.75
1.2,Premium,G,VS2,62.3,56.0,8030,6.8,6.68,4.2
0.58,Very Good,F,SI1,62.6,57.0,1373,5.24,5.36,3.32
0.72,Premium,G,VS2,61.4,57.0,2550,5.83,5.77,3.56
0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86
1.03,Ideal,E,SI1,62.0,55.0,5411,6.46,6.5,4.02
0.38,Ideal,E,VVS2,62.2,56.0,1176,4.65,4.58,2.87
1.31,Ideal,H,VS1,61.5,55.0,8429,7.02,7.05,4.33
1.03,Ideal,E,SI2,62.5,56.0,4441,6.45,6.48,4.04
0.3,Good,F,SI2,63.4,56.0,394,4.26,4.29,2.71
0.31,Ideal,G,VVS2,61.8,54.0,687,4.36,4.38,2.7
0.23,Very Good,F,VVS2,61.2,55.0,505,3.97,4.01,2.44
0.74,Very Good,J,SI1,62.2,59.0,1913,5.74,5.81,3.59
0.73,Premium,F,SI1,59.3,61.0,2346,5.85,5.82,3.46
1.2,Ideal,H,VS2,62.2,55.0,6956,6.76,6.85,4.23
0.34,Premium,I,VVS2,61.5,60.0,765,4.49,4.45,2.75
0.35,Very Good,I,VS2,61.7,57.0,491,4.52,4.56,2.8
1.63,Very Good,G,VS1,62.5,60.0,14404,7.43,7.51,4.67
0.53,Ideal,G,SI1,62.4,55.0,1329,5.21,5.18,3.24
0.91,Premium,I,VS2,62.4,61.0,3376,6.18,6.16,3.85
0.23,Very Good,E,VS1,62.8,55.0,391,3.88,3.9,2.44
0.32,Ideal,I,VS2,61.5,56.0,576,4.41,4.4,2.71
1.03,Premium,F,VVS1,59.7,60.0,10546,6.63,6.57,3.94
0.72,Ideal,F,VS2,61.3,55.0,3495,5.78,5.83,3.56
0.42,Ideal,D,VS2,62.2,55.0,1031,4.75,4.8,2.97
0.46,Very Good,F,VVS1,62.3,56.0,1838,4.94,4.98,3.09
0.39,Very Good,I,VS2,62.9,57.0,650,4.64,4.68,2.93
0.57,Premium,E,VVS2,60.0,61.0,2507,5.44,5.36,3.24
1.0,Very Good,E,SI1,60.1,60.0,5865,6.45,6.49,3.89
0.91,Ideal,H,SI1,62.0,56.0,4337,6.19,6.22,3.85
1.21,Good,G,VS1,63.7,57.0,6025,6.73,6.67,4.27
0.35,Ideal,F,VS2,62.1,54.0,747,4.55,4.58,2.83
2.02,Premium,I,VS2,61.2,60.0,11059,8.22,8.13,5.0
1.01,Very Good,E,VS1,59.4,59.0,8348,6.52,6.54,3.88
0.9,Fair,I,VVS2,60.9,66.0,3288,6.1,6.12,3.72
0.7,Ideal,F,VS2,62.8,56.0,2573,5.7,5.67,3.57
2.21,Premium,H,SI2,61.3,60.0,14299,8.35,8.33,5.11
2.07,Premium,I,SI1,62.3,60.0,15992,8.16,8.12,5.07
1.01,Very Good,G,VS1,63.1,59.0,5294,6.32,6.23,3.96
1.73,Very Good,G,VS2,62.9,58.0,16807,7.58,7.65,4.79
1.53,Premium,H,SI1,59.5,59.0,10398,7.53,7.46,4.46
1.79,Premium,G,VS2,61.2,58.0,17358,7.9,7.82,4.81
0.34,Ideal,F,VVS1,61.1,56.0,1174,4.5,4.53,2.76
2.21,Very Good,J,SI2,60.6,62.0,12215,8.37,8.45,5.1
0.91,Ideal,G,VS1,62.3,55.0,4775,6.22,6.17,3.86
0.71,Ideal,G,SI1,61.6,56.0,2649,5.73,5.76,3.54
1.51,Very Good,G,VVS1,62.2,58.0,15281,7.3,7.33,4.55
1.01,Fair,D,VVS2,65.4,57.0,8716,6.2,6.16,4.04
1.05,Fair,G,VS2,65.5,57.0,5673,6.38,6.34,4.17
0.32,Ideal,F,VS2,62.3,56.0,645,4.37,4.4,2.73
0.3,Very Good,G,VS2,63.1,57.0,675,4.28,4.24,2.69
0.29,Ideal,G,VS1,61.9,55.0,532,4.25,4.28,2.64
0.71,Ideal,E,VS1,62.7,57.0,3238,5.66,5.69,3.56
0.75,Premium,F,SI1,61.4,59.0,2782,5.88,5.85,3.6
1.2,Premium,I,VS2,62.3,57.0,4844,6.79,6.74,4.22
0.36,Premium,E,SI1,60.8,59.0,810,4.59,4.56,2.78
0.31,Ideal,H,VVS1,61.5,56.0,907,4.38,4.34,2.68
0.31,Premium,D,SI2,60.1,60.0,462,4.38,4.41,2.64
1.04,Premium,G,SI2,62.8,59.0,3564,6.47,6.42,4.05
0.28,Premium,F,VS2,59.6,61.0,567,4.28,4.25,2.54
0.3,Premium,G,VS1,61.9,59.0,776,4.32,4.28,2.66
1.02,Premium,H,SI1,59.6,57.0,5055,6.63,6.55,3.93
1.05,Ideal,F,VVS2,62.1,54.0,9092,6.52,6.55,4.06
0.7,Ideal,H,SI2,62.1,55.0,2110,5.69,5.72,3.54
0.3,Very Good,D,SI1,63.4,56.0,709,4.29,4.26,2.71
0.91,Very Good,H,VS2,63.1,59.0,3853,6.16,6.13,3.88
0.3,Ideal,G,SI1,60.6,57.0,487,4.34,4.37,2.63
0.33,Premium,D,SI1,60.4,60.0,608,4.41,4.46,2.68
0.73,Premium,D,VS2,59.8,58.0,3250,5.89,5.85,3.51
1.19,Very Good,H,SI2,63.4,58.0,4558,6.79,6.76,4.29
0.41,Good,F,VVS2,58.6,60.0,1172,4.83,4.87,2.84
1.02,Premium,F,SI2,61.5,58.0,4459,6.42,6.49,3.97
0.3,Ideal,H,VVS2,61.3,56.0,605,4.33,4.35,2.66
0.35,Ideal,F,SI1,62.5,54.0,583,4.5,4.52,2.82
0.31,Ideal,H,VS2,62.2,55.0,489,4.36,4.39,2.72
0.36,Very Good,G,VS1,62.9,57.0,726,4.56,4.6,2.88
0.7,Very Good,J,VS2,63.3,58.0,2044,5.61,5.63,3.56
0.65,Very Good,I,VVS1,62.9,58.0,2085,5.51,5.53,3.47
1.32,Very Good,I,SI2,61.2,58.0,6300,7.12,7.06,4.34
0.42,Ideal,G,VS1,61.0,56.0,823,4.82,4.86,2.95
0.3,Premium,H,VS2,63.0,59.0,608,4.29,4.25,2.69
1.02,Ideal,F,SI2,62.4,57.0,4398,6.43,6.4,4.0
1.71,Premium,I,VS1,60.3,62.0,10055,7.76,7.7,4.66
1.51,Premium,I,VVS2,61.1,60.0,10817,7.36,7.33,4.49
1.52,Premium,H,SI1,61.0,58.0,9527,7.39,7.44,4.52
0.76,Premium,G,SI2,62.8,60.0,2364,5.81,5.79,3.64
1.0,Ideal,D,SI1,60.5,57.0,5880,6.52,6.48,3.93
0.3,Premium,G,VS1,60.8,61.0,725,4.34,4.31,2.63
0.5,Very Good,E,VS2,60.2,60.0,1561,5.13,5.17,3.1
1.7,Premium,I,VS2,62.2,58.0,11888,7.65,7.6,4.74
1.0,Very Good,F,SI1,61.6,61.0,5197,6.3,6.37,3.9
0.41,Ideal,E,VVS1,61.4,57.0,1221,4.77,4.8,2.94
1.06,Fair,I,I1,64.5,57.0,2239,6.47,6.33,4.13
1.01,Premium,F,SI2,58.3,58.0,3897,6.56,6.55,3.82
0.38,Good,F,VS2,56.2,61.0,873,4.84,4.87,2.73
1.2,Good,J,VS2,63.7,58.0,4466,6.61,6.68,4.23
0.85,Very Good,E,SI2,63.1,58.0,2966,6.02,6.0,3.79
0.7,Premium,E,SI1,61.0,57.0,2777,5.73,5.68,3.48
1.12,Premium,G,IF,60.9,57.0,9126,6.79,6.68,4.1
1.0,Very Good,F,VS2,61.1,60.0,7343,6.4,6.46,3.93
2.0,Fair,I,SI2,65.2,59.0,10483,7.74,7.69,5.03
0.34,Premium,D,SI1,61.2,58.0,803,4.49,4.47,2.74
0.26,Good,E,VVS1,59.4,61.0,597,4.13,4.15,2.46
0.51,Very Good,E,VVS1,59.7,59.0,2369,5.19,5.2,3.1
0.41,Very Good,F,VS2,62.8,58.0,863,4.69,4.73,2.96
1.05,Premium,E,VS2,62.6,59.0,5645,6.5,6.43,4.05
1.74,Premium,I,VS1,62.5,57.0,13037,7.71,7.67,4.81
0.38,Premium,D,SI1,60.7,60.0,733,4.63,4.69,2.83
1.5,Premium,G,SI1,62.3,58.0,10428,7.27,7.33,4.55
0.4,Very Good,E,SI2,58.7,59.0,622,4.78,4.82,2.82
0.59,Ideal,E,SI1,62.4,55.0,1789,5.39,5.34,3.35
1.0,Very Good,E,SI1,63.2,57.0,5396,6.39,6.36,4.03
1.02,Very Good,F,SI1,63.1,55.0,5058,6.45,6.38,4.05
2.0,Premium,J,SI1,62.2,59.0,12308,7.97,7.92,4.94
1.15,Premium,H,SI2,59.6,59.0,3735,6.82,6.78,4.05
1.01,Very Good,J,SI2,62.8,59.0,3906,6.34,6.37,3.99
0.32,Good,I,SI2,63.1,58.0,374,4.34,4.41,2.76
0.52,Very Good,E,SI2,62.9,56.0,1200,5.08,5.12,3.21
1.09,Premium,F,SI1,60.9,59.0,5384,6.64,6.59,4.03
0.3,Good,D,SI1,63.2,56.0,552,4.24,4.27,2.69
1.22,Premium,J,SI2,62.6,59.0,3156,6.79,4.24,3.76
2.01,Premium,G,SI2,59.4,62.0,14939,8.27,8.22,4.9
0.26,Very Good,E,VVS2,60.5,55.0,569,4.1,4.16,2.5
0.31,Premium,H,SI1,62.7,58.0,558,4.34,4.31,2.71
0.53,Ideal,G,VS2,61.0,55.0,1625,5.23,5.24,3.2
0.3,Ideal,E,VS2,61.3,57.0,658,4.29,4.33,2.64
0.39,Premium,D,VVS2,61.1,60.0,1290,4.7,4.66,2.86
0.69,Fair,I,VS1,57.9,63.0,1692,5.73,5.77,3.33
0.51,Ideal,D,VS1,61.6,57.0,1962,5.13,5.16,3.17
1.24,Premium,E,SI1,58.5,60.0,5775,7.08,7.01,4.11
1.0,Ideal,E,SI1,61.9,56.0,5458,6.37,6.45,3.97
0.3,Ideal,H,VS1,62.7,55.0,526,4.25,4.3,2.68
1.5,Premium,D,VS2,62.5,61.0,14675,7.32,7.25,4.55
0.33,Ideal,D,VS1,61.0,56.0,839,4.45,4.47,2.72
1.04,Premium,H,SI1,61.0,58.0,5090,6.6,6.54,4.01
1.04,Ideal,I,VS2,61.5,57.0,5105,6.49,6.52,4.0
0.31,Ideal,G,VVS2,61.3,56.0,687,4.37,4.41,2.69
0.64,Very Good,F,SI1,61.2,58.0,1725,5.54,5.6,3.41
1.59,Ideal,I,SI1,60.2,57.0,9813,7.56,7.72,4.6
0.31,Premium,I,VS1,62.3,59.0,489,4.29,4.35,2.69
0.24,Ideal,H,VS2,61.1,56.0,391,3.99,4.03,2.45
1.06,Premium,F,VS2,61.2,57.0,5942,6.64,6.49,4.02
1.0,Good,E,SI1,57.2,62.0,5345,6.59,6.56,3.76
0.4,Ideal,E,VVS2,62.5,54.0,926,4.75,4.76,2.97
1.07,Ideal,F,SI2,62.0,57.0,4764,6.6,6.49,4.06
0.77,Ideal,G,VS2,62.1,56.0,3544,5.84,5.88,3.64
0.33,Premium,E,VS2,60.7,58.0,723,4.47,4.49,2.72
0.35,Premium,H,VVS1,59.9,59.0,798,4.57,4.61,2.75
1.5,Very Good,I,VVS2,63.3,58.0,9828,7.24,7.21,4.57
1.03,Ideal,F,VS1,62.1,55.0,8169,6.47,6.5,4.03
0.71,Ideal,D,VVS2,61.3,57.0,3856,5.7,5.81,3.53
0.7,Ideal,D,SI2,62.1,56.0,2575,5.67,5.71,3.53
0.37,Very Good,D,SI1,62.3,56.0,681,4.61,4.64,2.88
0.5,Ideal,G,VVS2,60.5,55.0,1935,5.15,5.13,3.11
0.71,Ideal,I,VVS2,62.0,54.0,2387,5.72,5.76,3.56
1.21,Premium,F,VS1,62.5,60.0,8879,6.77,6.7,4.21
0.4,Very Good,E,VS1,61.8,56.0,1053,4.74,4.77,2.94
